 ,Area,Mean,Min,Max,Angle,Length
1,0.003,97.546,0.667,201.466,-30.256,0.293
2,0.003,97.546,0.667,201.466,-30.256,0.293
3,0.004,106.290,22.000,210.056,-138.814,0.334
4,0.004,106.290,22.000,210.056,-138.814,0.334
5,0.007,122.714,19.689,236.307,-34.756,0.628
6,0.007,122.714,19.689,236.307,-34.756,0.628
7,0.013,126.025,23.173,238.349,-51.633,1.275
8,0.006,129.370,5.745,247.078,-98.746,0.548
9,0.004,96.705,0.444,248.815,159.775,0.413
10,0.004,96.705,0.444,248.815,159.775,0.413
11,0.003,125.506,10.286,237.585,24.775,0.292
12,0.003,125.506,10.286,237.585,24.775,0.292
13,0.012,127.344,41.992,226.185,-143.893,1.103
14,0.014,127.919,35.355,231.294,-4.151,1.295
15,0.008,129.340,22.735,243.163,-0.744,0.806
16,0.005,137.733,31.762,254.574,140.906,0.434
17,0.005,137.733,31.762,254.574,140.906,0.434
18,0.005,114.301,28.638,249.185,-99.462,0.507
19,0.012,125.088,23.181,240.790,-177.898,1.140
20,0.009,127.741,24.556,214.383,26.232,0.807
21,0.009,127.741,24.556,214.383,26.232,0.807
22,0.009,122.745,5.275,192.778,-162.255,0.817
23,0.009,122.745,5.275,192.778,-162.255,0.817
24,0.024,130.914,15.675,245.726,-94.764,2.258
25,0.003,123.357,42.540,247.857,-83.884,0.293
26,0.003,116.297,5.709,244.842,-78.232,0.256
27,0.003,119.833,39.000,180.245,162.897,0.277
28,0.003,105.575,0.077,253.766,40.365,0.276
29,0.003,105.575,0.077,253.766,40.365,0.276
30,0.005,121.432,6.545,252.667,-174.806,0.460
31,0.015,128.394,17.047,253.210,-120.466,1.432
